num_nodes,round,accuracy
14,79,0.7369
14,80,0.735
14,81,0.7375
14,82,0.7373
14,83,0.736
14,84,0.736
14,85,0.7357
14,86,0.7361
14,87,0.7362
14,88,0.7357
14,89,0.7348
14,90,0.736
14,91,0.7361
14,92,0.7361
14,93,0.7363
14,94,0.7352
14,95,0.7365
14,96,0.7361
14,97,0.7356
14,98,0.7364
14,99,0.736
14,100,0.7368
15,1,0.3483
15,2,0.4322
15,3,0.4831
15,4,0.5146
15,5,0.5369
15,6,0.556
15,7,0.5708
15,8,0.5889
15,9,0.6047
15,10,0.6169
15,11,0.625
15,12,0.6346
15,13,0.6488
15,14,0.6544
15,15,0.661
15,16,0.6634
15,17,0.6694
15,18,0.6812
15,19,0.6876
15,20,0.686
15,21,0.6936
15,22,0.6974
15,23,0.7009
15,24,0.7054
15,25,0.7086
15,26,0.7091
15,27,0.7158
15,28,0.7149
15,29,0.7191
15,30,0.7229
15,31,0.7225
15,32,0.7258
15,33,0.7287
15,34,0.7303
15,35,0.731
15,36,0.7311
15,37,0.7342
15,38,0.7331
15,39,0.7336
15,40,0.735
15,41,0.7349
15,42,0.736
15,43,0.7359
15,44,0.7354
15,45,0.7335
15,46,0.7357
15,47,0.7342
15,48,0.7365
15,49,0.7379
15,50,0.7327
15,51,0.7359
15,52,0.7355
15,53,0.7341
15,54,0.7367
15,55,0.7366
15,56,0.7369
15,57,0.7323
15,58,0.7337
15,59,0.7321
15,60,0.7342
15,61,0.7351
15,62,0.7321
15,63,0.7375
15,64,0.7317
15,65,0.7325
15,66,0.7335
15,67,0.7323
15,68,0.7315
15,69,0.7322
15,70,0.731
15,71,0.7321
15,72,0.7346
15,73,0.733
15,74,0.7337
15,75,0.734
15,76,0.7334
15,77,0.7342
15,78,0.7334
15,79,0.7344
15,80,0.7345
15,81,0.7339
15,82,0.7355
15,83,0.7347
15,84,0.7329
15,85,0.7349
15,86,0.735
15,87,0.7333
15,88,0.7335
15,89,0.7336
15,90,0.7326
15,91,0.7332
15,92,0.7328
15,93,0.7335
15,94,0.7331
15,95,0.7327
15,96,0.733
15,97,0.7335
15,98,0.7336
15,99,0.7337
15,100,0.7337
16,1,0.3102
16,2,0.4083
16,3,0.4592
16,4,0.4929
16,5,0.5215
16,6,0.5405
16,7,0.559
16,8,0.5811
16,9,0.5931
16,10,0.6077
16,11,0.6158
16,12,0.6258
16,13,0.6392
16,14,0.6488
16,15,0.6525
16,16,0.6582
16,17,0.6654
16,18,0.6722
16,19,0.6723
16,20,0.6786
16,21,0.6885
16,22,0.69
16,23,0.6942
16,24,0.6984
16,25,0.7029
16,26,0.7064
16,27,0.7121
16,28,0.7134
16,29,0.7142
16,30,0.7176
16,31,0.7212
16,32,0.7203
16,33,0.724
16,34,0.7284
16,35,0.7265
16,36,0.7289
16,37,0.7286
16,38,0.7299
16,39,0.7291
16,40,0.7297
16,41,0.7324
16,42,0.7317
16,43,0.732
16,44,0.7305
16,45,0.7356
16,46,0.7397
16,47,0.7331
16,48,0.7309
16,49,0.7352
16,50,0.7327
16,51,0.7359
16,52,0.7282
16,53,0.7358
16,54,0.7337
16,55,0.7381
16,56,0.734
16,57,0.7349
16,58,0.7327
16,59,0.7326
16,60,0.7326
16,61,0.7331
16,62,0.735
16,63,0.7372
16,64,0.7344
16,65,0.73
16,66,0.7326
16,67,0.7321
16,68,0.7334
16,69,0.733
16,70,0.7349
16,71,0.7325
16,72,0.731
16,73,0.7347
16,74,0.7328
16,75,0.7332
16,76,0.7315
16,77,0.7328
16,78,0.734
16,79,0.7356
16,80,0.7316
16,81,0.7297
16,82,0.7349
16,83,0.7346
16,84,0.7348
16,85,0.7339
16,86,0.7335
16,87,0.7335
16,88,0.733
16,89,0.7343
16,90,0.7347
16,91,0.7342
16,92,0.7344
16,93,0.7349
16,94,0.7334
16,95,0.7319
16,96,0.7326
16,97,0.7332
16,98,0.7324
16,99,0.7328
16,100,0.7324
17,1,0.3197
17,2,0.3798
17,3,0.446
17,4,0.4899
17,5,0.5112
17,6,0.5284
17,7,0.5494
17,8,0.5658
17,9,0.5788
17,10,0.5937
17,11,0.5999
17,12,0.613
17,13,0.6222
17,14,0.6327
17,15,0.6401
17,16,0.6461
17,17,0.6557
17,18,0.663
17,19,0.6676
17,20,0.6684
17,21,0.6773
17,22,0.683
17,23,0.6858
17,24,0.6888
17,25,0.6937
17,26,0.6971
17,27,0.7023
17,28,0.7053
17,29,0.7061
17,30,0.7115
17,31,0.7109
17,32,0.7182
17,33,0.7167
17,34,0.7194
17,35,0.7223
17,36,0.7234
17,37,0.7273
17,38,0.7282
17,39,0.7279
17,40,0.7304
17,41,0.7345
17,42,0.7329
17,43,0.7358
17,44,0.735
17,45,0.7363
17,46,0.7381
17,47,0.7374
17,48,0.7359
17,49,0.7365
17,50,0.7364
17,51,0.738
17,52,0.7356
17,53,0.7374
17,54,0.7359
17,55,0.7349
17,56,0.7341
17,57,0.7363
17,58,0.7338
17,59,0.7366
17,60,0.7332
17,61,0.7312
17,62,0.7344
17,63,0.7386
17,64,0.7364
17,65,0.7352
17,66,0.7355
17,67,0.7356
17,68,0.7332
17,69,0.7348
17,70,0.7309
17,71,0.732
17,72,0.7371
17,73,0.7331
17,74,0.7357
17,75,0.7314
17,76,0.733
17,77,0.731
17,78,0.7343
17,79,0.732
17,80,0.7337
17,81,0.7321
17,82,0.7333
17,83,0.7332
17,84,0.7333
17,85,0.7339
17,86,0.734
17,87,0.7322
17,88,0.7338
17,89,0.7335
17,90,0.7342
17,91,0.7349
17,92,0.7342
17,93,0.7331
17,94,0.7332
17,95,0.7337
17,96,0.7336
17,97,0.7356
17,98,0.7324
17,99,0.7308
17,100,0.7319
18,1,0.3274
18,2,0.41
18,3,0.463
18,4,0.4905
18,5,0.5215
18,6,0.5408
18,7,0.5567
18,8,0.5709
18,9,0.5849
18,10,0.595
18,11,0.6081
18,12,0.6174
18,13,0.6292
18,14,0.6393
18,15,0.6488
18,16,0.6525
18,17,0.6629
18,18,0.6679
18,19,0.6707
18,20,0.6791
18,21,0.6826
18,22,0.6866
18,23,0.697
18,24,0.7025
18,25,0.7046
18,26,0.7052
18,27,0.7076
18,28,0.7118
18,29,0.7154
18,30,0.7139
18,31,0.72
18,32,0.7239
18,33,0.7254
18,34,0.7265
18,35,0.7297
18,36,0.7323
18,37,0.7348
18,38,0.7368
18,39,0.7372
18,40,0.7372
18,41,0.7384
18,42,0.7363
18,43,0.7382
18,44,0.7425
18,45,0.7423
18,46,0.7399
18,47,0.7421
18,48,0.7427
18,49,0.7446
18,50,0.7429
18,51,0.7415
18,52,0.745
18,53,0.7442
18,54,0.7446
18,55,0.7423
18,56,0.7436
18,57,0.7448
18,58,0.7423
18,59,0.7441
18,60,0.7431
18,61,0.7445
18,62,0.7425
18,63,0.7415
18,64,0.7413
18,65,0.7439
18,66,0.7436
18,67,0.7414
18,68,0.7414
18,69,0.7402
18,70,0.7405
18,71,0.739
18,72,0.7439
18,73,0.741
18,74,0.7413
18,75,0.7392
18,76,0.7394
18,77,0.7412
18,78,0.7412
18,79,0.7399
18,80,0.7435
18,81,0.7416
18,82,0.7412
18,83,0.7387
18,84,0.741
18,85,0.7392
18,86,0.74
18,87,0.7374
18,88,0.7402
18,89,0.7385
18,90,0.7399
18,91,0.7398
18,92,0.7365
18,93,0.7382
18,94,0.7388
18,95,0.7401
18,96,0.7391
18,97,0.7378
18,98,0.7386
18,99,0.7385
18,100,0.7383
19,1,0.3017
19,2,0.3924
19,3,0.4485
19,4,0.4793
19,5,0.509
19,6,0.5283
19,7,0.5438
19,8,0.5613
19,9,0.5776
19,10,0.5866
19,11,0.6024
19,12,0.6073
19,13,0.6203
19,14,0.6304
19,15,0.6431
19,16,0.6494
19,17,0.6591
19,18,0.6625
19,19,0.6681
19,20,0.6722
19,21,0.6806
19,22,0.6814
19,23,0.6856
19,24,0.6892
19,25,0.6926
19,26,0.6995
19,27,0.6994
19,28,0.7037
19,29,0.7044
19,30,0.7083
19,31,0.7147
19,32,0.7108
19,33,0.7152
19,34,0.7158
19,35,0.7226
19,36,0.7196
19,37,0.7238
19,38,0.7252
19,39,0.7243
19,40,0.7293
19,41,0.7246
19,42,0.732
19,43,0.729
19,44,0.7282
19,45,0.73
19,46,0.7306
19,47,0.7334
19,48,0.7312
19,49,0.7338
19,50,0.735
19,51,0.7327
19,52,0.7336
19,53,0.7369
19,54,0.7353
19,55,0.737
19,56,0.7365
19,57,0.7321
19,58,0.7364
19,59,0.7373
19,60,0.7373
19,61,0.7361
19,62,0.731
19,63,0.7352
19,64,0.7344
19,65,0.7336
19,66,0.7327
19,67,0.7318
19,68,0.7328
19,69,0.7338
19,70,0.7323
19,71,0.7345
19,72,0.732
19,73,0.7341
19,74,0.735
19,75,0.7346
19,76,0.7346
19,77,0.7317
19,78,0.7266
19,79,0.7323
19,80,0.7335
19,81,0.7343
19,82,0.7324
19,83,0.7312
19,84,0.7297
19,85,0.7307
19,86,0.7327
19,87,0.7299
19,88,0.7317
19,89,0.7335
19,90,0.7327
19,91,0.7345
19,92,0.7296
19,93,0.73
19,94,0.7315
19,95,0.7331
19,96,0.7321
19,97,0.7327
19,98,0.7329
19,99,0.7326
19,100,0.7316
20,1,0.3224
20,2,0.3883
20,3,0.4387
20,4,0.4662
20,5,0.4958
20,6,0.5125
20,7,0.5309
20,8,0.5457
20,9,0.5566
20,10,0.5727
20,11,0.5838
20,12,0.5954
20,13,0.6037
20,14,0.6149
20,15,0.6272
20,16,0.6301
20,17,0.6432
20,18,0.6493
20,19,0.6522
20,20,0.66
20,21,0.6661
20,22,0.6717
20,23,0.6723
20,24,0.6796
20,25,0.6853
20,26,0.6921
20,27,0.6886
20,28,0.6914
20,29,0.6965
20,30,0.7013
20,31,0.7026
20,32,0.7046
20,33,0.7111
20,34,0.7115
20,35,0.7126
20,36,0.7153
20,37,0.7179
20,38,0.7198
20,39,0.723
20,40,0.7217
20,41,0.7242
20,42,0.7236
20,43,0.7283
20,44,0.7226
20,45,0.7294
20,46,0.7291
20,47,0.7342
20,48,0.7317
20,49,0.7336
20,50,0.7358
20,51,0.7347
20,52,0.738
20,53,0.7314
20,54,0.7352
20,55,0.7365
20,56,0.7364
20,57,0.7374
20,58,0.7383
20,59,0.7381
20,60,0.7389
20,61,0.7358
20,62,0.7378
20,63,0.7394
20,64,0.7405
20,65,0.7359
20,66,0.7383
20,67,0.7388
20,68,0.7405
20,69,0.739
20,70,0.7349
20,71,0.7353
20,72,0.7389
20,73,0.7362
20,74,0.7396
20,75,0.7354
20,76,0.7376
20,77,0.7361
20,78,0.739
20,79,0.7342
20,80,0.7348
20,81,0.7353
20,82,0.7381
20,83,0.738
20,84,0.7375
20,85,0.7366
20,86,0.7354
20,87,0.7352
20,88,0.7366
20,89,0.7339
20,90,0.7335
20,91,0.7353
20,92,0.736
20,93,0.7372
20,94,0.7365
20,95,0.7354
20,96,0.7371
20,97,0.7367
20,98,0.7363
20,99,0.7348
20,100,0.7359
21,1,0.2859
21,2,0.3631
21,3,0.4197
21,4,0.4655
21,5,0.489
21,6,0.5108
21,7,0.53
21,8,0.5437
21,9,0.5569
21,10,0.5702
21,11,0.5779
21,12,0.5904
21,13,0.5981
21,14,0.6067
21,15,0.6153
21,16,0.6205
21,17,0.6309
21,18,0.6352
21,19,0.6426
21,20,0.6456
21,21,0.6539
21,22,0.6604
21,23,0.6636
21,24,0.6685
21,25,0.675
21,26,0.6778
21,27,0.6795
21,28,0.6828
21,29,0.6865
21,30,0.6894
21,31,0.6914
21,32,0.6944
21,33,0.6945
21,34,0.6986
21,35,0.7031
21,36,0.7045
21,37,0.7068
21,38,0.7093
21,39,0.7106
21,40,0.7112
21,41,0.7154
21,42,0.7154
21,43,0.7166
21,44,0.7177
21,45,0.7216
21,46,0.7225
21,47,0.723
21,48,0.7238
21,49,0.7237
21,50,0.7249
21,51,0.7243
21,52,0.7257
21,53,0.7239
21,54,0.7239
21,55,0.7283
21,56,0.7271
21,57,0.7283
21,58,0.7273
21,59,0.726
21,60,0.7286
21,61,0.7275
21,62,0.7298
21,63,0.7308
21,64,0.7297
21,65,0.7323
21,66,0.7318
21,67,0.7342
21,68,0.7312
21,69,0.7314
21,70,0.7322
21,71,0.7316
21,72,0.7272
21,73,0.7286
21,74,0.7312
21,75,0.7306
21,76,0.7304
21,77,0.7288
21,78,0.7294
21,79,0.7265
21,80,0.7277
21,81,0.7286
21,82,0.7294
21,83,0.7304
21,84,0.7295
21,85,0.7272
21,86,0.7248
21,87,0.7253
21,88,0.7297
21,89,0.7244
21,90,0.7258
21,91,0.7249
21,92,0.727
21,93,0.7269
21,94,0.7261
21,95,0.725
21,96,0.7247
21,97,0.7293
21,98,0.7253
21,99,0.7255
21,100,0.7254
22,1,0.2886
22,2,0.3735
22,3,0.4259
22,4,0.4675
22,5,0.4952
22,6,0.5161
22,7,0.5307
22,8,0.548
22,9,0.557
22,10,0.5694
22,11,0.5823
22,12,0.5971
22,13,0.6034
22,14,0.6143
22,15,0.619
22,16,0.6272
22,17,0.6347
22,18,0.6426
22,19,0.6465
22,20,0.6518
22,21,0.6539
22,22,0.6587
22,23,0.6649
22,24,0.6672
22,25,0.6741
22,26,0.6774
22,27,0.6834
22,28,0.6839
22,29,0.6863
22,30,0.6916
22,31,0.6896
22,32,0.6954
22,33,0.7007
22,34,0.7037
22,35,0.7024
22,36,0.7051
22,37,0.7089
22,38,0.7113
22,39,0.7131
22,40,0.7142
22,41,0.714
22,42,0.7172
22,43,0.7189
22,44,0.7202
22,45,0.7238
22,46,0.7217
22,47,0.7254
22,48,0.7273
22,49,0.7209
22,50,0.7239
22,51,0.7264
22,52,0.7288
22,53,0.7275
22,54,0.7307
22,55,0.7303
22,56,0.7318
22,57,0.7273
22,58,0.7294
22,59,0.7309
22,60,0.7321
22,61,0.7287
22,62,0.7283
22,63,0.7289
22,64,0.7298
22,65,0.7301
22,66,0.7309
22,67,0.7287
22,68,0.7291
22,69,0.7311
22,70,0.7285
22,71,0.7287
22,72,0.7311
22,73,0.7305
22,74,0.7252
22,75,0.7301
22,76,0.7294
22,77,0.73
22,78,0.73
22,79,0.7291
22,80,0.7279
22,81,0.7269
22,82,0.7274
22,83,0.7278
22,84,0.7297
22,85,0.7286
22,86,0.7256
22,87,0.7234
22,88,0.7264
22,89,0.7298
22,90,0.7266
22,91,0.7271
22,92,0.7227
22,93,0.7256
22,94,0.7255
22,95,0.7231
22,96,0.7245
22,97,0.7237
22,98,0.726
22,99,0.7238
22,100,0.7265
23,1,0.2955
23,2,0.3655
23,3,0.4212
23,4,0.4606
23,5,0.4798
23,6,0.5009
23,7,0.5183
23,8,0.5316
23,9,0.5411
23,10,0.5549
23,11,0.567
23,12,0.575
23,13,0.5829
23,14,0.595
23,15,0.6019
23,16,0.6101
23,17,0.6198
23,18,0.6263
23,19,0.6303
23,20,0.644
23,21,0.6452
23,22,0.6532
23,23,0.6565
23,24,0.6625
23,25,0.6687
23,26,0.6732
23,27,0.6754
23,28,0.6823
23,29,0.6859
23,30,0.69
23,31,0.6922
23,32,0.6942
23,33,0.6971
23,34,0.6995
23,35,0.7011
23,36,0.7059
23,37,0.7063
23,38,0.7075
23,39,0.7115
23,40,0.7093
23,41,0.7156
23,42,0.7172
23,43,0.7173
23,44,0.7199
23,45,0.7203
23,46,0.722
23,47,0.7204
23,48,0.7237
23,49,0.7267
23,50,0.7273
23,51,0.7241
23,52,0.7256
23,53,0.7257
23,54,0.7256
23,55,0.7315
23,56,0.7292
23,57,0.7276
23,58,0.728
23,59,0.7278
23,60,0.7269
23,61,0.7299
23,62,0.7293
23,63,0.731
23,64,0.7289
23,65,0.7306
23,66,0.7297
23,67,0.7331
23,68,0.7328
23,69,0.7301
23,70,0.7341
23,71,0.7296
23,72,0.7306
23,73,0.7337
23,74,0.7325
23,75,0.7329
23,76,0.7305
23,77,0.7304
23,78,0.7331
23,79,0.7282
23,80,0.7313
23,81,0.7317
23,82,0.7315
23,83,0.7307
23,84,0.7304
23,85,0.7299
23,86,0.7321
23,87,0.7311
23,88,0.7297
23,89,0.7284
23,90,0.7267
23,91,0.7307
23,92,0.7264
23,93,0.7286
23,94,0.7296
23,95,0.7301
23,96,0.7284
23,97,0.7302
23,98,0.729
23,99,0.7296
23,100,0.728
24,1,0.2825
24,2,0.3671
24,3,0.4207
24,4,0.4534
24,5,0.4811
24,6,0.5013
24,7,0.5172
24,8,0.5346
24,9,0.5494
24,10,0.56
24,11,0.5736
24,12,0.5846
24,13,0.5946
24,14,0.6048
24,15,0.6154
24,16,0.6218
24,17,0.6311
24,18,0.6348
24,19,0.6447
24,20,0.6503
24,21,0.6573
24,22,0.6599
24,23,0.6675
24,24,0.669
24,25,0.6736
24,26,0.6773
24,27,0.6806
24,28,0.6881
24,29,0.6904
24,30,0.6928
24,31,0.6955
24,32,0.6947
24,33,0.7
24,34,0.7026
24,35,0.707
24,36,0.7074
24,37,0.7117
24,38,0.7135
24,39,0.713
24,40,0.7136
24,41,0.7168
24,42,0.7167
24,43,0.7209
24,44,0.7211
24,45,0.7233
24,46,0.726
24,47,0.7261
24,48,0.7292
24,49,0.7291
24,50,0.7302
24,51,0.7301
24,52,0.7312
24,53,0.7322
24,54,0.73
24,55,0.7307
24,56,0.7304
24,57,0.7353
24,58,0.7341
24,59,0.735
24,60,0.7345
24,61,0.7359
24,62,0.7371
24,63,0.7354
24,64,0.7372
24,65,0.7339
24,66,0.7349
24,67,0.7368
24,68,0.7387
24,69,0.7371
24,70,0.7373
24,71,0.7355
24,72,0.7363
24,73,0.7376
24,74,0.7357
24,75,0.7345
24,76,0.7341
24,77,0.7356
24,78,0.7344
24,79,0.7374
24,80,0.7347
24,81,0.7361
24,82,0.7368
24,83,0.7363
24,84,0.7351
24,85,0.7314
24,86,0.7332
24,87,0.7325
24,88,0.7328
24,89,0.7315
24,90,0.7335
24,91,0.7314
24,92,0.7348
24,93,0.7304
24,94,0.7332
24,95,0.7318
24,96,0.7346
24,97,0.7331
24,98,0.7326
24,99,0.7337
24,100,0.7325
25,1,0.2814
25,2,0.3458
25,3,0.3976
25,4,0.4401
25,5,0.4703
25,6,0.4897
25,7,0.5056
25,8,0.5184
25,9,0.5327
25,10,0.543
25,11,0.5557
25,12,0.566
25,13,0.573
25,14,0.5847
25,15,0.5932
25,16,0.6019
25,17,0.6095
25,18,0.6195
25,19,0.6208
25,20,0.6317
25,21,0.6388
25,22,0.6427
25,23,0.6479
25,24,0.653
25,25,0.659
25,26,0.6666
25,27,0.6656
25,28,0.6712
25,29,0.6741
25,30,0.6805
25,31,0.6843
25,32,0.6827
25,33,0.6881
25,34,0.6939
25,35,0.6931
25,36,0.698
25,37,0.6991
25,38,0.6998
25,39,0.7039
25,40,0.7057
25,41,0.7049
25,42,0.7075
25,43,0.7101
25,44,0.709
25,45,0.7139
25,46,0.7157
25,47,0.7159
25,48,0.7158
25,49,0.718
25,50,0.719
25,51,0.7216
25,52,0.7235
25,53,0.7239
25,54,0.7242
25,55,0.7262
25,56,0.7254
25,57,0.7292
25,58,0.7289
25,59,0.7286
25,60,0.7264
25,61,0.726
25,62,0.7287
25,63,0.7281
25,64,0.7289
25,65,0.7284
25,66,0.7299
25,67,0.7308
25,68,0.7317
