num_nodes,round,accuracy
74,81,0.6581
74,82,0.661
74,83,0.6603
74,84,0.6629
74,85,0.6649
74,86,0.6622
74,87,0.6664
74,88,0.6668
74,89,0.6665
74,90,0.6649
74,91,0.6686
74,92,0.6674
74,93,0.6695
74,94,0.6741
74,95,0.6717
74,96,0.6744
74,97,0.6753
74,98,0.6773
74,99,0.6793
74,100,0.679
75,1,0.2467
75,2,0.2592
75,3,0.2712
75,4,0.2844
75,5,0.3045
75,6,0.3296
75,7,0.3424
75,8,0.3639
75,9,0.3793
75,10,0.3948
75,11,0.4066
75,12,0.4118
75,13,0.4269
75,14,0.4433
75,15,0.4508
75,16,0.4611
75,17,0.469
75,18,0.4778
75,19,0.4837
75,20,0.492
75,21,0.4961
75,22,0.5063
75,23,0.5082
75,24,0.5142
75,25,0.5185
75,26,0.5258
75,27,0.5293
75,28,0.5326
75,29,0.5378
75,30,0.5376
75,31,0.5456
75,32,0.5459
75,33,0.5473
75,34,0.5522
75,35,0.5575
75,36,0.5609
75,37,0.5641
75,38,0.5669
75,39,0.5709
75,40,0.5741
75,41,0.5753
75,42,0.5801
75,43,0.5842
75,44,0.5847
75,45,0.5906
75,46,0.5924
75,47,0.5951
75,48,0.5978
75,49,0.6004
75,50,0.6021
75,51,0.6042
75,52,0.6061
75,53,0.6109
75,54,0.6121
75,55,0.6139
75,56,0.6156
75,57,0.6182
75,58,0.6208
75,59,0.6215
75,60,0.6216
75,61,0.627
75,62,0.6269
75,63,0.6303
75,64,0.6303
75,65,0.6318
75,66,0.6327
75,67,0.6375
75,68,0.64
75,69,0.6407
75,70,0.6419
75,71,0.646
75,72,0.6472
75,73,0.6484
75,74,0.6483
75,75,0.6518
75,76,0.6559
75,77,0.6553
75,78,0.6601
75,79,0.6575
75,80,0.6591
75,81,0.6626
75,82,0.6607
75,83,0.6644
75,84,0.6642
75,85,0.6661
75,86,0.6672
75,87,0.6665
75,88,0.6712
75,89,0.6712
75,90,0.6743
75,91,0.6751
75,92,0.6776
75,93,0.6764
75,94,0.6779
75,95,0.6794
75,96,0.6778
75,97,0.6813
75,98,0.6811
75,99,0.6829
75,100,0.6842
76,1,0.2016
76,2,0.2378
76,3,0.2826
76,4,0.3077
76,5,0.3301
76,6,0.3449
76,7,0.3624
76,8,0.3796
76,9,0.3933
76,10,0.4053
76,11,0.412
76,12,0.4251
76,13,0.4369
76,14,0.4477
76,15,0.4578
76,16,0.4699
76,17,0.4756
76,18,0.4809
76,19,0.4866
76,20,0.4935
76,21,0.505
76,22,0.5104
76,23,0.5125
76,24,0.5152
76,25,0.5226
76,26,0.5256
76,27,0.5296
76,28,0.5339
76,29,0.5364
76,30,0.5406
76,31,0.5377
76,32,0.5432
76,33,0.5473
76,34,0.549
76,35,0.5558
76,36,0.5574
76,37,0.5611
76,38,0.5638
76,39,0.566
76,40,0.5713
76,41,0.5748
76,42,0.5743
76,43,0.5793
76,44,0.5842
76,45,0.585
76,46,0.5871
76,47,0.5911
76,48,0.5923
76,49,0.5953
76,50,0.5949
76,51,0.5989
76,52,0.6003
76,53,0.6029
76,54,0.6063
76,55,0.6094
76,56,0.6075
76,57,0.6139
76,58,0.6137
76,59,0.6152
76,60,0.6184
76,61,0.6187
76,62,0.6234
76,63,0.6235
76,64,0.6273
76,65,0.6294
76,66,0.632
76,67,0.6313
76,68,0.6362
76,69,0.6358
76,70,0.6396
76,71,0.6378
76,72,0.6421
76,73,0.6429
76,74,0.6447
76,75,0.6479
76,76,0.6482
76,77,0.6505
76,78,0.6519
76,79,0.6525
76,80,0.6553
76,81,0.6567
76,82,0.6581
76,83,0.6586
76,84,0.6593
76,85,0.6616
76,86,0.6622
76,87,0.6645
76,88,0.6683
76,89,0.6673
76,90,0.6688
76,91,0.6714
76,92,0.6724
76,93,0.6718
76,94,0.6722
76,95,0.6751
76,96,0.6765
76,97,0.6768
76,98,0.6798
76,99,0.6796
76,100,0.6825
77,1,0.1901
77,2,0.2656
77,3,0.2913
77,4,0.3191
77,5,0.3386
77,6,0.3559
77,7,0.3718
77,8,0.3883
77,9,0.4056
77,10,0.4147
77,11,0.4338
77,12,0.4375
77,13,0.4538
77,14,0.4615
77,15,0.4668
77,16,0.4751
77,17,0.4809
77,18,0.4903
77,19,0.4915
77,20,0.4981
77,21,0.5027
77,22,0.5105
77,23,0.5122
77,24,0.5173
77,25,0.5216
77,26,0.5249
77,27,0.5276
77,28,0.5331
77,29,0.5333
77,30,0.5391
77,31,0.5429
77,32,0.5449
77,33,0.547
77,34,0.5515
77,35,0.5528
77,36,0.5575
77,37,0.5587
77,38,0.5626
77,39,0.5666
77,40,0.568
77,41,0.5702
77,42,0.5736
77,43,0.5759
77,44,0.5814
77,45,0.5855
77,46,0.5865
77,47,0.5901
77,48,0.5935
77,49,0.596
77,50,0.599
77,51,0.6007
77,52,0.6017
77,53,0.6053
77,54,0.6069
77,55,0.6096
77,56,0.6133
77,57,0.6145
77,58,0.6168
77,59,0.6167
77,60,0.6226
77,61,0.6225
77,62,0.6259
77,63,0.6281
77,64,0.6303
77,65,0.6323
77,66,0.6352
77,67,0.636
77,68,0.6377
77,69,0.6362
77,70,0.6395
77,71,0.6416
77,72,0.6449
77,73,0.6467
77,74,0.6479
77,75,0.6489
77,76,0.6484
77,77,0.6516
77,78,0.6544
77,79,0.6568
77,80,0.6569
77,81,0.6576
77,82,0.6564
77,83,0.6623
77,84,0.6603
77,85,0.6635
77,86,0.6644
77,87,0.6651
77,88,0.6658
77,89,0.667
77,90,0.6661
77,91,0.6676
77,92,0.6698
77,93,0.67
77,94,0.6753
77,95,0.6751
77,96,0.6753
77,97,0.6777
77,98,0.6772
77,99,0.6779
77,100,0.6782
78,1,0.1369
78,2,0.2337
78,3,0.2754
78,4,0.3152
78,5,0.3376
78,6,0.3546
78,7,0.3706
78,8,0.3863
78,9,0.3878
78,10,0.4072
78,11,0.4207
78,12,0.4254
78,13,0.4328
78,14,0.446
78,15,0.4592
78,16,0.4699
78,17,0.4705
78,18,0.4815
78,19,0.4832
78,20,0.4962
78,21,0.4961
78,22,0.5075
78,23,0.5063
78,24,0.5116
78,25,0.5187
78,26,0.5239
78,27,0.5265
78,28,0.5334
78,29,0.5363
78,30,0.539
78,31,0.5418
78,32,0.5486
78,33,0.5494
78,34,0.5537
78,35,0.5582
78,36,0.5618
78,37,0.5638
78,38,0.5661
78,39,0.5638
78,40,0.5688
78,41,0.5706
78,42,0.5764
78,43,0.5843
78,44,0.585
78,45,0.5832
78,46,0.5873
78,47,0.5903
78,48,0.5962
78,49,0.5984
78,50,0.5968
78,51,0.603
78,52,0.6036
78,53,0.6089
78,54,0.6113
78,55,0.6112
78,56,0.6135
78,57,0.6115
78,58,0.62
78,59,0.62
78,60,0.621
78,61,0.6245
78,62,0.6257
78,63,0.6284
78,64,0.6289
78,65,0.631
78,66,0.628
78,67,0.6335
78,68,0.6339
78,69,0.6376
78,70,0.6356
78,71,0.6383
78,72,0.6437
78,73,0.6427
78,74,0.6459
78,75,0.6465
78,76,0.6472
78,77,0.6487
78,78,0.6508
78,79,0.6531
78,80,0.6507
78,81,0.6552
78,82,0.655
78,83,0.6618
78,84,0.6589
78,85,0.6618
78,86,0.6612
78,87,0.665
78,88,0.6645
78,89,0.6668
78,90,0.6696
78,91,0.6714
78,92,0.6722
78,93,0.6752
78,94,0.6744
78,95,0.6752
78,96,0.677
78,97,0.68
78,98,0.6789
78,99,0.681
78,100,0.6821
79,1,0.1701
79,2,0.1988
79,3,0.276
79,4,0.3009
79,5,0.3205
79,6,0.339
79,7,0.3493
79,8,0.374
79,9,0.388
79,10,0.3955
79,11,0.4081
79,12,0.4188
79,13,0.4277
79,14,0.441
79,15,0.4451
79,16,0.4525
79,17,0.4622
79,18,0.4689
79,19,0.474
79,20,0.4801
79,21,0.4841
79,22,0.4862
79,23,0.4944
79,24,0.4988
79,25,0.5015
79,26,0.504
79,27,0.5091
79,28,0.5138
79,29,0.5161
79,30,0.5235
79,31,0.5268
79,32,0.5299
79,33,0.5323
79,34,0.5376
79,35,0.5417
79,36,0.5437
79,37,0.5479
79,38,0.549
79,39,0.5507
79,40,0.557
79,41,0.558
79,42,0.5627
79,43,0.5611
79,44,0.5667
79,45,0.5704
79,46,0.5677
79,47,0.5754
79,48,0.5764
79,49,0.5785
79,50,0.5823
79,51,0.5836
79,52,0.59
79,53,0.5924
79,54,0.5939
79,55,0.5942
79,56,0.5938
79,57,0.5986
79,58,0.6023
79,59,0.6027
79,60,0.607
79,61,0.6084
79,62,0.6098
79,63,0.6122
79,64,0.612
79,65,0.6162
79,66,0.6182
79,67,0.6186
79,68,0.6228
79,69,0.6226
79,70,0.621
79,71,0.6266
79,72,0.6292
79,73,0.6307
79,74,0.6314
79,75,0.6343
79,76,0.634
79,77,0.6371
79,78,0.6384
79,79,0.6384
79,80,0.6413
79,81,0.6443
79,82,0.6454
79,83,0.6451
79,84,0.6439
79,85,0.6485
79,86,0.6495
79,87,0.6529
79,88,0.6549
79,89,0.657
79,90,0.658
79,91,0.6587
79,92,0.6581
79,93,0.6627
79,94,0.6593
79,95,0.6603
79,96,0.6625
79,97,0.6632
79,98,0.6652
79,99,0.6632
79,100,0.6666
80,1,0.1604
80,2,0.2508
80,3,0.2626
80,4,0.2977
80,5,0.3244
80,6,0.3354
80,7,0.3549
80,8,0.367
80,9,0.3801
80,10,0.3928
80,11,0.4094
80,12,0.4228
80,13,0.4241
80,14,0.438
80,15,0.4456
80,16,0.4592
80,17,0.4635
80,18,0.4729
80,19,0.4707
80,20,0.4816
80,21,0.489
80,22,0.4944
80,23,0.5028
80,24,0.507
80,25,0.5113
80,26,0.5135
80,27,0.5209
80,28,0.5248
80,29,0.5262
80,30,0.5282
80,31,0.53
80,32,0.5397
80,33,0.5376
80,34,0.5433
80,35,0.5466
80,36,0.5454
80,37,0.5507
80,38,0.5506
80,39,0.5529
80,40,0.5598
80,41,0.5582
80,42,0.5622
80,43,0.5628
80,44,0.5648
80,45,0.57
80,46,0.5707
80,47,0.5755
80,48,0.5749
80,49,0.5787
80,50,0.5822
80,51,0.5826
80,52,0.586
80,53,0.5929
80,54,0.59
80,55,0.5941
80,56,0.5943
80,57,0.5966
80,58,0.5973
80,59,0.5983
80,60,0.6067
80,61,0.6056
80,62,0.6081
80,63,0.6094
80,64,0.6129
80,65,0.6127
80,66,0.6148
80,67,0.6182
80,68,0.6218
80,69,0.6204
80,70,0.625
80,71,0.6245
80,72,0.6261
80,73,0.6308
80,74,0.6279
80,75,0.6332
80,76,0.6361
80,77,0.6364
80,78,0.6386
80,79,0.6395
80,80,0.6422
80,81,0.6415
80,82,0.6434
80,83,0.6444
80,84,0.6474
80,85,0.6478
80,86,0.6514
80,87,0.6503
80,88,0.6543
80,89,0.6543
80,90,0.6549
80,91,0.6572
80,92,0.6588
80,93,0.6583
80,94,0.6614
80,95,0.6619
80,96,0.6609
80,97,0.6649
80,98,0.6672
80,99,0.6665
80,100,0.6681
81,1,0.1833
81,2,0.2524
81,3,0.2771
81,4,0.2969
81,5,0.3262
81,6,0.3449
81,7,0.3584
81,8,0.3782
81,9,0.389
81,10,0.4075
81,11,0.4155
81,12,0.4323
81,13,0.4433
81,14,0.4482
81,15,0.4597
81,16,0.4659
81,17,0.4732
81,18,0.4739
81,19,0.4823
81,20,0.4859
81,21,0.488
81,22,0.4973
81,23,0.503
81,24,0.5061
81,25,0.5112
81,26,0.5152
81,27,0.5201
81,28,0.5236
81,29,0.5254
81,30,0.5312
81,31,0.5333
81,32,0.5379
81,33,0.5424
81,34,0.5464
81,35,0.5492
81,36,0.5534
81,37,0.5571
81,38,0.5591
81,39,0.5612
81,40,0.5626
81,41,0.5654
81,42,0.5712
81,43,0.5698
81,44,0.5735
81,45,0.5752
81,46,0.5776
81,47,0.5816
81,48,0.5833
81,49,0.5849
81,50,0.5873
81,51,0.5884
81,52,0.5958
81,53,0.5935
81,54,0.5973
81,55,0.5994
81,56,0.6006
81,57,0.6032
81,58,0.6045
81,59,0.6069
81,60,0.6064
81,61,0.6077
81,62,0.6123
81,63,0.6128
81,64,0.6148
81,65,0.6176
81,66,0.6192
81,67,0.6188
81,68,0.6216
81,69,0.6223
81,70,0.6256
81,71,0.6296
81,72,0.6289
81,73,0.631
81,74,0.6341
81,75,0.6348
81,76,0.6369
81,77,0.6376
81,78,0.6391
81,79,0.6409
81,80,0.644
81,81,0.6452
81,82,0.6458
81,83,0.6469
81,84,0.6495
81,85,0.6517
81,86,0.6518
81,87,0.6546
81,88,0.6554
81,89,0.6556
81,90,0.6581
81,91,0.6601
81,92,0.6594
81,93,0.6606
81,94,0.663
81,95,0.664
81,96,0.6657
81,97,0.6673
81,98,0.6675
81,99,0.6692
81,100,0.6686
82,1,0.1508
82,2,0.2602
82,3,0.2646
82,4,0.292
82,5,0.312
82,6,0.3332
82,7,0.3476
82,8,0.3651
82,9,0.3847
82,10,0.3975
82,11,0.4055
82,12,0.4172
82,13,0.4323
82,14,0.4397
82,15,0.4501
82,16,0.4539
82,17,0.4628
82,18,0.4697
82,19,0.4762
82,20,0.4857
82,21,0.4891
82,22,0.4961
82,23,0.5
82,24,0.51
82,25,0.5161
82,26,0.5195
82,27,0.5207
82,28,0.5269
82,29,0.5307
82,30,0.5355
82,31,0.5404
82,32,0.5422
82,33,0.5481
82,34,0.5491
82,35,0.5565
82,36,0.5591
82,37,0.5572
82,38,0.5604
82,39,0.5632
82,40,0.5687
82,41,0.5679
82,42,0.5721
82,43,0.5783
82,44,0.5817
82,45,0.5822
82,46,0.5898
82,47,0.5894
82,48,0.5913
82,49,0.5892
82,50,0.5927
82,51,0.5925
82,52,0.5989
82,53,0.596
82,54,0.6023
82,55,0.6035
82,56,0.6068
82,57,0.6073
82,58,0.6085
82,59,0.6122
82,60,0.6115
82,61,0.6166
82,62,0.6162
82,63,0.6181
82,64,0.6218
82,65,0.6238
82,66,0.6245
82,67,0.6266
82,68,0.6284
82,69,0.6275
82,70,0.6315
82,71,0.6345
82,72,0.6341
82,73,0.6384
82,74,0.6391
82,75,0.641
82,76,0.6356
82,77,0.6426
82,78,0.6442
82,79,0.6452
82,80,0.6486
82,81,0.6488
82,82,0.6504
82,83,0.6525
82,84,0.6522
82,85,0.6531
82,86,0.6538
82,87,0.6548
82,88,0.6562
82,89,0.6599
82,90,0.6612
82,91,0.6639
82,92,0.6648
82,93,0.6652
82,94,0.6656
82,95,0.6658
82,96,0.67
82,97,0.6694
82,98,0.6712
82,99,0.674
82,100,0.6707
83,1,0.1953
83,2,0.235
83,3,0.2623
83,4,0.2876
83,5,0.3126
83,6,0.3342
83,7,0.3462
83,8,0.362
83,9,0.3748
83,10,0.3856
83,11,0.3946
83,12,0.4064
83,13,0.4144
83,14,0.4288
83,15,0.4386
83,16,0.446
83,17,0.4597
83,18,0.4632
83,19,0.4665
83,20,0.4725
83,21,0.4748
83,22,0.4835
83,23,0.4871
83,24,0.4917
83,25,0.4992
83,26,0.5029
83,27,0.5075
83,28,0.5112
83,29,0.5126
83,30,0.5152
83,31,0.5241
83,32,0.5281
83,33,0.5257
83,34,0.5326
83,35,0.5345
83,36,0.5388
83,37,0.5435
83,38,0.5435
83,39,0.5453
83,40,0.5503
83,41,0.5501
83,42,0.5553
83,43,0.5566
83,44,0.5609
83,45,0.5624
83,46,0.5666
83,47,0.5683
83,48,0.572
83,49,0.574
83,50,0.5754
83,51,0.5813
83,52,0.5827
83,53,0.5858
83,54,0.5859
83,55,0.5872
83,56,0.5878
83,57,0.592
83,58,0.5943
83,59,0.5958
83,60,0.5994
83,61,0.5994
83,62,0.6048
83,63,0.605
83,64,0.6075
83,65,0.6052
83,66,0.6118
83,67,0.6151
83,68,0.6157
83,69,0.6166
83,70,0.6208
83,71,0.6233
83,72,0.6244
83,73,0.6276
83,74,0.6263
83,75,0.6314
83,76,0.6306
83,77,0.6297
83,78,0.6345
83,79,0.6347
83,80,0.6394
83,81,0.6374
83,82,0.6398
83,83,0.6427
83,84,0.6439
83,85,0.6471
83,86,0.6472
83,87,0.6483
83,88,0.6463
83,89,0.6526
83,90,0.6508
83,91,0.6539
83,92,0.6541
83,93,0.657
83,94,0.6566
83,95,0.6578
83,96,0.6571
83,97,0.6602
83,98,0.6622
83,99,0.6627
83,100,0.6638
84,1,0.2467
84,2,0.247
84,3,0.2685
84,4,0.2976
84,5,0.3191
84,6,0.3357
84,7,0.3486
84,8,0.3641
84,9,0.3781
84,10,0.394
84,11,0.4061
84,12,0.4185
84,13,0.4265
84,14,0.4435
84,15,0.4475
84,16,0.4604
84,17,0.4642
84,18,0.4703
84,19,0.4781
84,20,0.4846
84,21,0.4901
84,22,0.4954
84,23,0.4994
84,24,0.5043
84,25,0.5085
84,26,0.5094
84,27,0.5149
84,28,0.5194
84,29,0.521
84,30,0.523
84,31,0.5286
84,32,0.5315
84,33,0.5337
84,34,0.5406
84,35,0.5402
84,36,0.5428
84,37,0.5489
84,38,0.5514
84,39,0.5551
84,40,0.5575
84,41,0.5594
84,42,0.5632
84,43,0.5648
84,44,0.5664
84,45,0.5692
84,46,0.5736
84,47,0.5744
84,48,0.5789
84,49,0.5796
84,50,0.5835
84,51,0.5847
84,52,0.5878
84,53,0.5902
84,54,0.5895
84,55,0.5933
84,56,0.5971
84,57,0.597
84,58,0.599
84,59,0.6003
84,60,0.6055
84,61,0.6072
84,62,0.6063
84,63,0.6095
84,64,0.6109
84,65,0.6138
84,66,0.6163
84,67,0.6185
84,68,0.6205
84,69,0.6256
84,70,0.6258
84,71,0.6269
84,72,0.6273
84,73,0.6315
84,74,0.6334
84,75,0.6352
84,76,0.6358
84,77,0.6385
84,78,0.6398
84,79,0.6409
84,80,0.6421
84,81,0.6435
84,82,0.6459
84,83,0.6492
84,84,0.6487
84,85,0.651
84,86,0.652
84,87,0.6559
84,88,0.6572
84,89,0.6548
84,90,0.6575
84,91,0.6591
84,92,0.6591
84,93,0.6612
84,94,0.6625
84,95,0.663
84,96,0.6652
84,97,0.6627
84,98,0.6654
84,99,0.6649
84,100,0.6688
85,1,0.1924
85,2,0.2609
85,3,0.2917
85,4,0.3114
85,5,0.322
85,6,0.3364
85,7,0.351
85,8,0.357
85,9,0.3778
85,10,0.3888
85,11,0.3995
85,12,0.4135
85,13,0.4266
85,14,0.4299
85,15,0.444
85,16,0.4554
85,17,0.4615
85,18,0.4685
85,19,0.4708
85,20,0.4793
85,21,0.4829
85,22,0.4923
85,23,0.4938
85,24,0.4912
85,25,0.4994
85,26,0.5008
85,27,0.5111
85,28,0.5086
85,29,0.5176
85,30,0.5219
85,31,0.524
85,32,0.529
85,33,0.5317
85,34,0.5368
85,35,0.5377
85,36,0.5396
85,37,0.5453
85,38,0.5457
85,39,0.5516
85,40,0.5516
85,41,0.5531
85,42,0.5563
85,43,0.5569
85,44,0.5603
85,45,0.5662
85,46,0.5678
85,47,0.5716
85,48,0.5729
85,49,0.5746
85,50,0.579
85,51,0.5781
85,52,0.5797
85,53,0.5854
85,54,0.5873
85,55,0.5884
85,56,0.593
85,57,0.5947
85,58,0.5969
85,59,0.5982
85,60,0.5996
85,61,0.6018
85,62,0.6039
85,63,0.6041
85,64,0.6087
85,65,0.6097
85,66,0.6105
85,67,0.6152
85,68,0.6176
85,69,0.6182
85,70,0.6203
