num_nodes,round,accuracy
51,21,0.5559
51,22,0.561
51,23,0.5656
51,24,0.5709
51,25,0.5759
51,26,0.5812
51,27,0.5867
51,28,0.5917
51,29,0.5995
51,30,0.6015
51,31,0.6038
51,32,0.6091
51,33,0.6117
51,34,0.6161
51,35,0.6208
51,36,0.622
51,37,0.6245
51,38,0.6282
51,39,0.6355
51,40,0.6376
51,41,0.6392
51,42,0.6416
51,43,0.6459
51,44,0.6482
51,45,0.6514
51,46,0.651
51,47,0.6524
51,48,0.6529
51,49,0.6564
51,50,0.6617
51,51,0.6623
51,52,0.6647
51,53,0.6683
51,54,0.6678
51,55,0.6697
51,56,0.6721
51,57,0.6729
51,58,0.6717
51,59,0.6756
51,60,0.6744
51,61,0.6769
51,62,0.6803
51,63,0.6816
51,64,0.6829
51,65,0.6825
51,66,0.6857
51,67,0.6909
51,68,0.6854
51,69,0.6879
51,70,0.6895
51,71,0.6915
51,72,0.6939
51,73,0.6954
51,74,0.6932
51,75,0.6973
51,76,0.6997
51,77,0.7013
51,78,0.7013
51,79,0.7025
51,80,0.7046
51,81,0.7061
51,82,0.7036
51,83,0.7049
51,84,0.7061
51,85,0.7075
51,86,0.7086
51,87,0.7063
51,88,0.7112
51,89,0.7092
51,90,0.7133
51,91,0.7128
51,92,0.7111
51,93,0.7124
51,94,0.713
51,95,0.7167
51,96,0.7166
51,97,0.7156
51,98,0.7166
51,99,0.7178
51,100,0.7172
52,1,0.2262
52,2,0.259
52,3,0.3139
52,4,0.3508
52,5,0.3833
52,6,0.4094
52,7,0.427
52,8,0.4475
52,9,0.4584
52,10,0.4706
52,11,0.4808
52,12,0.4915
52,13,0.5021
52,14,0.5057
52,15,0.5138
52,16,0.5238
52,17,0.53
52,18,0.5353
52,19,0.5419
52,20,0.5524
52,21,0.5558
52,22,0.5639
52,23,0.567
52,24,0.5713
52,25,0.5747
52,26,0.5801
52,27,0.5835
52,28,0.5937
52,29,0.5926
52,30,0.5971
52,31,0.6037
52,32,0.6124
52,33,0.6098
52,34,0.6147
52,35,0.6183
52,36,0.6227
52,37,0.6262
52,38,0.6293
52,39,0.6297
52,40,0.6306
52,41,0.6322
52,42,0.6372
52,43,0.6424
52,44,0.6429
52,45,0.6444
52,46,0.6468
52,47,0.6504
52,48,0.6533
52,49,0.6548
52,50,0.6568
52,51,0.6574
52,52,0.6602
52,53,0.6627
52,54,0.664
52,55,0.6692
52,56,0.6663
52,57,0.6683
52,58,0.6702
52,59,0.6747
52,60,0.6697
52,61,0.6766
52,62,0.6759
52,63,0.6788
52,64,0.6797
52,65,0.6826
52,66,0.6825
52,67,0.6873
52,68,0.6861
52,69,0.6862
52,70,0.6881
52,71,0.6904
52,72,0.6935
52,73,0.6929
52,74,0.6929
52,75,0.6928
52,76,0.693
52,77,0.6971
52,78,0.6955
52,79,0.7015
52,80,0.6997
52,81,0.7025
52,82,0.7021
52,83,0.7057
52,84,0.7053
52,85,0.7053
52,86,0.7091
52,87,0.7082
52,88,0.7047
52,89,0.7101
52,90,0.7094
52,91,0.712
52,92,0.7098
52,93,0.7102
52,94,0.7149
52,95,0.7127
52,96,0.7132
52,97,0.7149
52,98,0.7152
52,99,0.7093
52,100,0.7142
53,1,0.2347
53,2,0.2775
53,3,0.3112
53,4,0.3339
53,5,0.3623
53,6,0.3868
53,7,0.4004
53,8,0.4195
53,9,0.4309
53,10,0.4505
53,11,0.4637
53,12,0.471
53,13,0.4849
53,14,0.4895
53,15,0.4974
53,16,0.5072
53,17,0.51
53,18,0.5201
53,19,0.5266
53,20,0.5299
53,21,0.5363
53,22,0.5392
53,23,0.5459
53,24,0.5528
53,25,0.5571
53,26,0.5594
53,27,0.565
53,28,0.5721
53,29,0.5755
53,30,0.5782
53,31,0.5834
53,32,0.5865
53,33,0.5891
53,34,0.5934
53,35,0.5953
53,36,0.6017
53,37,0.6054
53,38,0.6085
53,39,0.6134
53,40,0.616
53,41,0.6161
53,42,0.6224
53,43,0.6237
53,44,0.6283
53,45,0.6317
53,46,0.6336
53,47,0.6351
53,48,0.6392
53,49,0.6438
53,50,0.6439
53,51,0.6482
53,52,0.6497
53,53,0.6532
53,54,0.6554
53,55,0.6564
53,56,0.6564
53,57,0.6583
53,58,0.662
53,59,0.6625
53,60,0.6665
53,61,0.6688
53,62,0.6706
53,63,0.6702
53,64,0.6713
53,65,0.6749
53,66,0.6751
53,67,0.6788
53,68,0.6776
53,69,0.6803
53,70,0.683
53,71,0.6807
53,72,0.6831
53,73,0.6846
53,74,0.688
53,75,0.6859
53,76,0.6885
53,77,0.6919
53,78,0.6911
53,79,0.6935
53,80,0.6936
53,81,0.6971
53,82,0.6958
53,83,0.697
53,84,0.6981
53,85,0.6999
53,86,0.7027
53,87,0.703
53,88,0.7007
53,89,0.704
53,90,0.705
53,91,0.7047
53,92,0.7068
53,93,0.7073
53,94,0.7074
53,95,0.7096
53,96,0.7093
53,97,0.7111
53,98,0.7102
53,99,0.7118
53,100,0.7124
54,1,0.1996
54,2,0.2742
54,3,0.323
54,4,0.3421
54,5,0.365
54,6,0.3845
54,7,0.4039
54,8,0.4139
54,9,0.4272
54,10,0.4433
54,11,0.4551
54,12,0.4636
54,13,0.4734
54,14,0.4815
54,15,0.4895
54,16,0.494
54,17,0.4972
54,18,0.5092
54,19,0.5111
54,20,0.5153
54,21,0.5203
54,22,0.5265
54,23,0.5301
54,24,0.5373
54,25,0.5376
54,26,0.5475
54,27,0.5515
54,28,0.5571
54,29,0.5623
54,30,0.5699
54,31,0.5728
54,32,0.5753
54,33,0.5833
54,34,0.5878
54,35,0.5892
54,36,0.5921
54,37,0.597
54,38,0.6001
54,39,0.6036
54,40,0.6081
54,41,0.6097
54,42,0.6128
54,43,0.6148
54,44,0.6183
54,45,0.6218
54,46,0.6277
54,47,0.6281
54,48,0.6344
54,49,0.6335
54,50,0.6387
54,51,0.6423
54,52,0.6433
54,53,0.646
54,54,0.6501
54,55,0.6529
54,56,0.6543
54,57,0.6566
54,58,0.6586
54,59,0.6597
54,60,0.6611
54,61,0.6639
54,62,0.6668
54,63,0.6669
54,64,0.6689
54,65,0.6729
54,66,0.6746
54,67,0.676
54,68,0.6773
54,69,0.6779
54,70,0.6803
54,71,0.6834
54,72,0.683
54,73,0.6865
54,74,0.6863
54,75,0.6882
54,76,0.6899
54,77,0.6868
54,78,0.6907
54,79,0.6931
54,80,0.6917
54,81,0.6938
54,82,0.695
54,83,0.6946
54,84,0.6951
54,85,0.6963
54,86,0.6998
54,87,0.6998
54,88,0.7014
54,89,0.7038
54,90,0.7014
54,91,0.7028
54,92,0.7071
54,93,0.7078
54,94,0.7085
54,95,0.7087
54,96,0.7087
54,97,0.7083
54,98,0.7078
54,99,0.7098
54,100,0.7136
55,1,0.2537
55,2,0.277
55,3,0.3052
55,4,0.3426
55,5,0.3699
55,6,0.3971
55,7,0.4131
55,8,0.4347
55,9,0.4518
55,10,0.4672
55,11,0.4795
55,12,0.4867
55,13,0.4958
55,14,0.5008
55,15,0.5071
55,16,0.5148
55,17,0.5214
55,18,0.5259
55,19,0.5321
55,20,0.5363
55,21,0.5425
55,22,0.5472
55,23,0.553
55,24,0.5551
55,25,0.5626
55,26,0.562
55,27,0.5688
55,28,0.5728
55,29,0.5784
55,30,0.5811
55,31,0.5843
55,32,0.5894
55,33,0.5916
55,34,0.5937
55,35,0.597
55,36,0.6034
55,37,0.603
55,38,0.6087
55,39,0.6072
55,40,0.6136
55,41,0.6143
55,42,0.6165
55,43,0.6229
55,44,0.6242
55,45,0.6268
55,46,0.6281
55,47,0.6322
55,48,0.6323
55,49,0.6381
55,50,0.6371
55,51,0.6421
55,52,0.6427
55,53,0.6476
55,54,0.65
55,55,0.6493
55,56,0.652
55,57,0.6542
55,58,0.6558
55,59,0.6573
55,60,0.6593
55,61,0.661
55,62,0.6626
55,63,0.6643
55,64,0.6666
55,65,0.6681
55,66,0.6661
55,67,0.6709
55,68,0.6691
55,69,0.6715
55,70,0.6761
55,71,0.676
55,72,0.6782
55,73,0.679
55,74,0.68
55,75,0.686
55,76,0.6835
55,77,0.685
55,78,0.6863
55,79,0.6882
55,80,0.6866
55,81,0.6896
55,82,0.6898
55,83,0.6914
55,84,0.6917
55,85,0.6914
55,86,0.6943
55,87,0.6965
55,88,0.6966
55,89,0.6969
55,90,0.6995
55,91,0.7005
55,92,0.7009
55,93,0.7006
55,94,0.7029
55,95,0.7032
55,96,0.7027
55,97,0.7035
55,98,0.703
55,99,0.7055
55,100,0.7049
56,1,0.1758
56,2,0.2492
56,3,0.3
56,4,0.3384
56,5,0.3665
56,6,0.3886
56,7,0.4085
56,8,0.4261
56,9,0.4384
56,10,0.4494
56,11,0.4596
56,12,0.4707
56,13,0.4766
56,14,0.4842
56,15,0.4921
56,16,0.4975
56,17,0.5027
56,18,0.5119
56,19,0.5177
56,20,0.522
56,21,0.5263
56,22,0.5323
56,23,0.5392
56,24,0.5398
56,25,0.5469
56,26,0.5515
56,27,0.5562
56,28,0.5609
56,29,0.5645
56,30,0.5695
56,31,0.572
56,32,0.5756
56,33,0.5766
56,34,0.5852
56,35,0.5842
56,36,0.5859
56,37,0.5938
56,38,0.5968
56,39,0.5991
56,40,0.6047
56,41,0.6036
56,42,0.6089
56,43,0.6132
56,44,0.6133
56,45,0.6152
56,46,0.6167
56,47,0.6179
56,48,0.6208
56,49,0.6244
56,50,0.6287
56,51,0.6291
56,52,0.6297
56,53,0.6339
56,54,0.6371
56,55,0.6371
56,56,0.64
56,57,0.6431
56,58,0.647
56,59,0.6484
56,60,0.6473
56,61,0.6534
56,62,0.6532
56,63,0.6571
56,64,0.6563
56,65,0.6578
56,66,0.6596
56,67,0.6599
56,68,0.6636
56,69,0.666
56,70,0.6654
56,71,0.6676
56,72,0.6679
56,73,0.6708
56,74,0.6692
56,75,0.6709
56,76,0.671
56,77,0.6723
56,78,0.6738
56,79,0.6763
56,80,0.679
56,81,0.6767
56,82,0.6805
56,83,0.6813
56,84,0.6819
56,85,0.6826
56,86,0.6814
56,87,0.6868
56,88,0.6868
56,89,0.6864
56,90,0.6881
56,91,0.6881
56,92,0.6918
56,93,0.6893
56,94,0.691
56,95,0.6935
56,96,0.6949
56,97,0.694
56,98,0.6939
56,99,0.6953
56,100,0.6955
57,1,0.1885
57,2,0.2769
57,3,0.3091
57,4,0.3337
57,5,0.3663
57,6,0.382
57,7,0.4021
57,8,0.4189
57,9,0.4468
57,10,0.4585
57,11,0.4729
57,12,0.4769
57,13,0.4897
57,14,0.4959
57,15,0.5036
57,16,0.5126
57,17,0.5194
57,18,0.525
57,19,0.5332
57,20,0.5357
57,21,0.5434
57,22,0.5478
57,23,0.5532
57,24,0.5555
57,25,0.5632
57,26,0.5648
57,27,0.5713
57,28,0.5727
57,29,0.5785
57,30,0.5768
57,31,0.5842
57,32,0.5901
57,33,0.592
57,34,0.5953
57,35,0.5964
57,36,0.5996
57,37,0.6018
57,38,0.6067
57,39,0.6099
57,40,0.6106
57,41,0.6132
57,42,0.6199
57,43,0.6217
57,44,0.6254
57,45,0.6261
57,46,0.6292
57,47,0.633
57,48,0.6309
57,49,0.6371
57,50,0.6368
57,51,0.6401
57,52,0.6418
57,53,0.645
57,54,0.6458
57,55,0.6509
57,56,0.6532
57,57,0.6529
57,58,0.657
57,59,0.6568
57,60,0.6587
57,61,0.6614
57,62,0.663
57,63,0.6654
57,64,0.6685
57,65,0.6687
57,66,0.6723
57,67,0.6734
57,68,0.6739
57,69,0.6757
57,70,0.678
57,71,0.6788
57,72,0.6789
57,73,0.6804
57,74,0.6835
57,75,0.6826
57,76,0.6836
57,77,0.6864
57,78,0.6877
57,79,0.6931
57,80,0.6922
57,81,0.691
57,82,0.6941
57,83,0.6934
57,84,0.6943
57,85,0.6953
57,86,0.6958
57,87,0.6959
57,88,0.6985
57,89,0.6994
57,90,0.6999
57,91,0.7019
57,92,0.7026
57,93,0.7039
57,94,0.7049
57,95,0.7051
57,96,0.7086
57,97,0.7051
57,98,0.708
57,99,0.7098
57,100,0.7085
58,1,0.2127
58,2,0.2674
58,3,0.2963
58,4,0.33
58,5,0.3515
58,6,0.3747
58,7,0.3927
58,8,0.41
58,9,0.4213
58,10,0.4373
58,11,0.4496
58,12,0.4602
58,13,0.4711
58,14,0.4784
58,15,0.4852
58,16,0.4929
58,17,0.4953
58,18,0.5056
58,19,0.5115
58,20,0.5172
58,21,0.5241
58,22,0.529
58,23,0.5338
58,24,0.5377
58,25,0.5456
58,26,0.5503
58,27,0.5531
58,28,0.5586
58,29,0.5603
58,30,0.5627
58,31,0.5691
58,32,0.5729
58,33,0.5773
58,34,0.5805
58,35,0.5848
58,36,0.5905
58,37,0.5906
58,38,0.5951
58,39,0.6004
58,40,0.6018
58,41,0.6072
58,42,0.6126
58,43,0.6137
58,44,0.6137
58,45,0.6209
58,46,0.6239
58,47,0.6247
58,48,0.6253
58,49,0.6281
58,50,0.634
58,51,0.6364
58,52,0.6404
58,53,0.6399
58,54,0.6444
58,55,0.6466
58,56,0.6496
58,57,0.6522
58,58,0.6546
58,59,0.6557
58,60,0.6579
58,61,0.6597
58,62,0.6623
58,63,0.6616
58,64,0.6656
58,65,0.6651
58,66,0.6686
58,67,0.6697
58,68,0.6721
58,69,0.6694
58,70,0.6741
58,71,0.6751
58,72,0.6748
58,73,0.678
58,74,0.6785
58,75,0.6803
58,76,0.6807
58,77,0.6855
58,78,0.6807
58,79,0.6833
58,80,0.6852
58,81,0.6849
58,82,0.6865
58,83,0.6904
58,84,0.689
58,85,0.6922
58,86,0.695
58,87,0.6948
58,88,0.6954
58,89,0.698
58,90,0.6983
58,91,0.6982
58,92,0.6998
58,93,0.7022
58,94,0.7034
58,95,0.7019
58,96,0.7024
58,97,0.7085
58,98,0.7059
58,99,0.7055
58,100,0.7068
59,1,0.1792
59,2,0.2513
59,3,0.2835
59,4,0.3263
59,5,0.3474
59,6,0.3735
59,7,0.398
59,8,0.4197
59,9,0.4385
59,10,0.4508
59,11,0.4638
59,12,0.4709
59,13,0.4777
59,14,0.4916
59,15,0.4974
59,16,0.5029
59,17,0.5101
59,18,0.5201
59,19,0.5249
59,20,0.5302
59,21,0.5376
59,22,0.5396
59,23,0.5465
59,24,0.5523
59,25,0.5529
59,26,0.5606
59,27,0.5645
59,28,0.5733
59,29,0.5723
59,30,0.5815
59,31,0.5839
59,32,0.588
59,33,0.5907
59,34,0.5923
59,35,0.5985
59,36,0.6003
59,37,0.6033
59,38,0.6024
59,39,0.6081
59,40,0.6132
59,41,0.6151
59,42,0.6209
59,43,0.6228
59,44,0.6258
59,45,0.6282
59,46,0.6284
59,47,0.6326
59,48,0.6391
59,49,0.6404
59,50,0.6431
59,51,0.6454
59,52,0.6478
59,53,0.6485
59,54,0.6519
59,55,0.6552
59,56,0.6553
59,57,0.6591
59,58,0.6613
59,59,0.6631
59,60,0.6637
59,61,0.6671
59,62,0.6673
59,63,0.6696
59,64,0.6718
59,65,0.6747
59,66,0.6767
59,67,0.6772
59,68,0.6776
59,69,0.6812
59,70,0.6804
59,71,0.6819
59,72,0.685
59,73,0.6866
59,74,0.6865
59,75,0.686
59,76,0.6879
59,77,0.6869
59,78,0.6903
59,79,0.6921
59,80,0.6939
59,81,0.6963
59,82,0.6968
59,83,0.6942
59,84,0.6965
59,85,0.6993
59,86,0.7002
59,87,0.6999
59,88,0.7013
59,89,0.7023
59,90,0.7029
59,91,0.7048
59,92,0.7022
59,93,0.7066
59,94,0.7066
59,95,0.7082
59,96,0.7088
59,97,0.7086
59,98,0.711
59,99,0.7121
59,100,0.7108
60,1,0.2117
60,2,0.2395
60,3,0.2863
60,4,0.3114
60,5,0.3387
60,6,0.3615
60,7,0.3807
60,8,0.3917
60,9,0.4065
60,10,0.4212
60,11,0.4342
60,12,0.4537
60,13,0.4618
60,14,0.4723
60,15,0.4832
60,16,0.491
60,17,0.4967
60,18,0.5037
60,19,0.5092
60,20,0.5178
60,21,0.5247
60,22,0.5308
60,23,0.5337
60,24,0.539
60,25,0.5439
60,26,0.5499
60,27,0.5519
60,28,0.5538
60,29,0.5576
60,30,0.5621
60,31,0.5684
60,32,0.5749
60,33,0.5788
60,34,0.5804
60,35,0.5795
60,36,0.5874
60,37,0.5918
60,38,0.5947
60,39,0.5983
60,40,0.5965
60,41,0.6047
60,42,0.6075
60,43,0.608
60,44,0.6131
60,45,0.6165
60,46,0.6182
60,47,0.6219
60,48,0.6239
60,49,0.6275
60,50,0.6283
60,51,0.632
60,52,0.6354
60,53,0.6381
60,54,0.6383
60,55,0.6393
60,56,0.6424
60,57,0.6454
60,58,0.6463
60,59,0.6465
60,60,0.6513
60,61,0.6536
60,62,0.6564
60,63,0.6573
60,64,0.656
60,65,0.661
60,66,0.6613
60,67,0.6615
60,68,0.664
60,69,0.6671
60,70,0.6681
60,71,0.6691
60,72,0.671
60,73,0.671
60,74,0.6733
60,75,0.6742
60,76,0.6755
60,77,0.6742
60,78,0.6749
60,79,0.6798
60,80,0.6803
60,81,0.6781
60,82,0.6802
60,83,0.6828
60,84,0.6853
60,85,0.6826
60,86,0.6854
60,87,0.6904
60,88,0.6877
60,89,0.6897
60,90,0.6911
60,91,0.6905
60,92,0.6938
60,93,0.6915
60,94,0.695
60,95,0.6955
60,96,0.6962
60,97,0.697
60,98,0.6991
60,99,0.6995
60,100,0.6996
61,1,0.2152
61,2,0.273
61,3,0.3012
61,4,0.3149
61,5,0.346
61,6,0.3641
61,7,0.3872
61,8,0.4091
61,9,0.4267
61,10,0.4447
61,11,0.458
61,12,0.4644
61,13,0.4757
61,14,0.4874
61,15,0.4894
61,16,0.4994
61,17,0.5051
61,18,0.5106
61,19,0.5168
61,20,0.5216
61,21,0.5288
61,22,0.5316
61,23,0.5371
61,24,0.5432
61,25,0.5435
61,26,0.5521
61,27,0.5569
61,28,0.559
61,29,0.5656
61,30,0.5702
61,31,0.5697
61,32,0.5762
61,33,0.5794
61,34,0.5824
61,35,0.5863
61,36,0.589
61,37,0.593
61,38,0.5944
61,39,0.5998
61,40,0.6015
61,41,0.6014
61,42,0.602
61,43,0.6094
61,44,0.6094
61,45,0.6141
61,46,0.6125
61,47,0.6151
61,48,0.6192
61,49,0.6226
61,50,0.6222
61,51,0.6278
61,52,0.6289
61,53,0.6325
61,54,0.6343
61,55,0.6343
61,56,0.6368
61,57,0.6414
61,58,0.6419
61,59,0.6437
61,60,0.646
61,61,0.6481
61,62,0.6495
61,63,0.6496
61,64,0.6532
61,65,0.657
61,66,0.6581
61,67,0.6551
61,68,0.6584
61,69,0.6586
61,70,0.6609
61,71,0.6621
61,72,0.6643
61,73,0.6652
61,74,0.6675
61,75,0.6681
61,76,0.67
61,77,0.6741
61,78,0.6719
61,79,0.6751
61,80,0.6778
61,81,0.6785
61,82,0.6778
61,83,0.6803
61,84,0.6831
61,85,0.6796
61,86,0.6836
61,87,0.6845
61,88,0.6841
61,89,0.6853
61,90,0.6866
61,91,0.6896
61,92,0.6896
61,93,0.6904
61,94,0.6934
61,95,0.6924
61,96,0.6958
61,97,0.692
61,98,0.6964
61,99,0.6972
61,100,0.6979
62,1,0.1847
62,2,0.2552
62,3,0.2906
62,4,0.3183
62,5,0.3402
62,6,0.3675
62,7,0.3861
62,8,0.4045
62,9,0.4162
62,10,0.4316
62,11,0.4451
62,12,0.4554
62,13,0.4633
62,14,0.4748
62,15,0.4855
62,16,0.4918
62,17,0.4981
62,18,0.5016
62,19,0.5084
62,20,0.5197
62,21,0.5207
62,22,0.5293
62,23,0.5339
62,24,0.5386
62,25,0.5441
62,26,0.5481
62,27,0.5542
62,28,0.5559
62,29,0.5606
62,30,0.5649
62,31,0.5678
62,32,0.5709
62,33,0.5763
62,34,0.5803
62,35,0.5829
62,36,0.5881
62,37,0.5891
62,38,0.5966
62,39,0.5966
62,40,0.6027
62,41,0.6077
62,42,0.6069
62,43,0.6094
62,44,0.6142
62,45,0.6155
62,46,0.6184
62,47,0.6201
62,48,0.6233
62,49,0.6241
62,50,0.6277
62,51,0.63
62,52,0.6344
62,53,0.6355
62,54,0.6376
62,55,0.6379
62,56,0.642
62,57,0.6423
62,58,0.6456
62,59,0.6479
62,60,0.6487
62,61,0.6523
62,62,0.6537
62,63,0.6535
62,64,0.6563
62,65,0.6585
62,66,0.659
62,67,0.6634
62,68,0.6661
62,69,0.665
62,70,0.6689
62,71,0.6704
62,72,0.6708
62,73,0.6696
62,74,0.6756
62,75,0.6759
62,76,0.6752
62,77,0.676
62,78,0.6813
62,79,0.6818
62,80,0.6835
62,81,0.6868
62,82,0.6877
62,83,0.6857
62,84,0.6866
62,85,0.6893
62,86,0.6887
62,87,0.6904
62,88,0.6931
62,89,0.6914
62,90,0.6935
62,91,0.6978
62,92,0.696
62,93,0.6959
62,94,0.6987
62,95,0.6992
62,96,0.7014
62,97,0.7012
62,98,0.7026
62,99,0.7025
62,100,0.7016
63,1,0.2158
63,2,0.2427
63,3,0.2938
63,4,0.3301
63,5,0.3483
63,6,0.3695
63,7,0.3876
63,8,0.402
63,9,0.4093
63,10,0.4289
63,11,0.4436
63,12,0.4586
63,13,0.4679
63,14,0.4749
63,15,0.4852
63,16,0.4917
63,17,0.5021
63,18,0.5068
63,19,0.5107
63,20,0.5174
63,21,0.5239
63,22,0.5283
63,23,0.5345
63,24,0.5339
63,25,0.5416
63,26,0.5475
63,27,0.5503
63,28,0.5556
63,29,0.5637
63,30,0.5644
63,31,0.5678
63,32,0.5679
63,33,0.5757
63,34,0.5794
63,35,0.5813
63,36,0.5867
63,37,0.5886
63,38,0.5908
63,39,0.5947
63,40,0.5984
63,41,0.5991
63,42,0.6039
63,43,0.6069
63,44,0.6097
63,45,0.6112
63,46,0.6154
63,47,0.6172
63,48,0.6215
63,49,0.6226
63,50,0.6258
63,51,0.6285
63,52,0.6309
63,53,0.6323
63,54,0.6346
63,55,0.6348
63,56,0.6397
63,57,0.6401
63,58,0.6447
63,59,0.6439
63,60,0.649
63,61,0.6483
63,62,0.648
63,63,0.6548
63,64,0.6553
63,65,0.6565
63,66,0.6576
63,67,0.6609
63,68,0.6612
63,69,0.6668
63,70,0.6677
63,71,0.6697
63,72,0.6707
63,73,0.6736
63,74,0.6752
63,75,0.674
63,76,0.677
63,77,0.6772
63,78,0.6778
63,79,0.68
63,80,0.6792
63,81,0.6825
63,82,0.6842
63,83,0.6852
63,84,0.6854
63,85,0.684
63,86,0.6903
63,87,0.6893
63,88,0.6919
63,89,0.6906
63,90,0.6918
63,91,0.6935
63,92,0.6916
63,93,0.693
63,94,0.6967
63,95,0.6991
63,96,0.6993
63,97,0.6992
63,98,0.7002
63,99,0.7037
63,100,0.7022
64,1,0.182
64,2,0.2376
64,3,0.2722
64,4,0.3046
64,5,0.334
64,6,0.3525
64,7,0.3736
64,8,0.3997
64,9,0.4198
64,10,0.4333
64,11,0.443
64,12,0.4536
64,13,0.4663
64,14,0.4708
64,15,0.4788
64,16,0.4882
64,17,0.4941
64,18,0.4947
64,19,0.5031
64,20,0.511
64,21,0.5158
64,22,0.5187
64,23,0.526
64,24,0.5291
64,25,0.5371
64,26,0.5373
64,27,0.5423
64,28,0.5491
64,29,0.5518
64,30,0.5577
64,31,0.5582
64,32,0.565
64,33,0.567
64,34,0.5719
64,35,0.5792
64,36,0.5801
64,37,0.5817
64,38,0.5866
64,39,0.5901
64,40,0.5949
64,41,0.6007
64,42,0.5992
64,43,0.6089
64,44,0.6071
64,45,0.611
64,46,0.6177
64,47,0.6187
64,48,0.621
64,49,0.623
64,50,0.6251
64,51,0.6282
64,52,0.6292
64,53,0.6317
64,54,0.6332
64,55,0.6371
64,56,0.6403
64,57,0.6407
64,58,0.6465
64,59,0.6444
64,60,0.6458
64,61,0.6485
64,62,0.6507
64,63,0.6527
64,64,0.6548
64,65,0.6567
64,66,0.6565
64,67,0.6583
64,68,0.6598
64,69,0.6613
64,70,0.6606
64,71,0.664
64,72,0.6687
64,73,0.668
64,74,0.6675
64,75,0.6702
64,76,0.6736
64,77,0.6756
64,78,0.6744
64,79,0.677
64,80,0.6793
64,81,0.6826
64,82,0.6814
64,83,0.6829
64,84,0.6861
64,85,0.6852
64,86,0.6876
64,87,0.6908
64,88,0.6903
64,89,0.6918
64,90,0.6937
64,91,0.693
64,92,0.6952
64,93,0.6962
64,94,0.6949
64,95,0.6993
64,96,0.7018
64,97,0.7011
64,98,0.7032
64,99,0.7012
64,100,0.7044
65,1,0.1759
65,2,0.2497
65,3,0.2839
65,4,0.3151
65,5,0.3373
65,6,0.357
65,7,0.3805
65,8,0.3986
65,9,0.4071
65,10,0.4246
65,11,0.4381
65,12,0.4538
65,13,0.4572
65,14,0.4772
65,15,0.4806
65,16,0.4872
65,17,0.5002
65,18,0.5031
65,19,0.5097
65,20,0.5141
65,21,0.5192
65,22,0.527
65,23,0.5339
65,24,0.5362
65,25,0.5375
65,26,0.5452
65,27,0.5487
65,28,0.5542
65,29,0.559
65,30,0.5622
65,31,0.5658
65,32,0.5706
65,33,0.5746
65,34,0.5778
65,35,0.5786
65,36,0.5834
65,37,0.5904
65,38,0.5914
65,39,0.5972
65,40,0.5991
65,41,0.6008
65,42,0.6047
65,43,0.6084
65,44,0.6075
65,45,0.6121
65,46,0.6169
65,47,0.6135
65,48,0.6221
65,49,0.6215
65,50,0.6246
65,51,0.6287
65,52,0.6294
65,53,0.6332
65,54,0.6341
65,55,0.6399
65,56,0.6396
65,57,0.6418
65,58,0.645
65,59,0.6489
65,60,0.6474
65,61,0.6486
65,62,0.6484
65,63,0.6529
65,64,0.6529
65,65,0.659
65,66,0.6578
65,67,0.6612
65,68,0.6636
